Patient_ID,Gender,City,Country,nombre,apellido1,apellido2,Age,altura_cm,peso_kg,dni,nuss
2310,Male,Barcelona,Spain,Pau,Delgado,Fernandez,64,197.1,90.9,46913266M,088062106566
2311,Female,Barcelona,Spain,Paula,Ramos,Font,30,155.3,62.5,58191661M,082559661126
2312,Female,Barcelona,Spain,Natalia,Nuñez,Sanz,41,169.3,59.8,13724148W,086347897106
2313,Female,Barcelona,Spain,Mireia,Torres,Prieto,77,161.6,58.8,24060408Q,085566342440
2314,Male,Barcelona,Spain,Luis,Alonso,Vila,82,165.8,69.9,25754467X,086720190075
2315,Female,Barcelona,Spain,Silvia,Marin,Molina,58,159.4,61.3,43478570Z,088095731719
2316,Male,Barcelona,Spain,Roberto,Castillo,Ferrer,77,177.9,70.3,33441908T,088057953249
2317,Female,Barcelona,Spain,Paula,Font,Serra,58,161.8,82.9,14469747X,088998251647
2318,Female,Barcelona,Spain,Laia,Sanz,Castillo,75,155.4,57.2,99305397E,082579631608
2319,Female,Barcelona,Spain,Claudia,Font,Suarez,70,158.7,72.8,89811491X,087635356884
2320,Female,Barcelona,Spain,Aina,Flores,Ortiz,27,159.4,52,93271323K,083984710253
2321,Female,Barcelona,Spain,Lucia,Sanz,Vazquez,22,162.4,58.6,65207120G,088594181474
2322,Male,Barcelona,Spain,Sergio,Martinez,Rodriguez,74,175.1,71.2,41203750D,083204431038
2323,Female,Barcelona,Spain,Valeria,Jimenez,Santos,46,159.1,70.9,12053781X,083138866011
2324,Female,Barcelona,Spain,Sofia,Perez,Moreno,32,162.9,79.2,16981240H,084075206708
2325,Female,Barcelona,Spain,Aina,Gisbert,Vila,73,158.6,71.8,67098457M,081635043685
2326,Female,Barcelona,Spain,Isabel,Gomez,Iglesias,24,168.9,59.5,86926181G,088462533680
2327,Female,Barcelona,Spain,Natalia,Martinez,Serra,80,150.6,70.3,60573749Y,081998985362
2328,Female,Barcelona,Spain,Monica,Perez,Ramos,60,158.6,50.9,11341726N,085052991158
2329,Female,Barcelona,Spain,Julia,Vila,Navarro,63,172.9,94.7,28835811K,081433480921
2330,Female,Barcelona,Spain,Helena,Rubio,Suarez,21,162.7,53.7,40759558Q,086509742919
2331,Female,Barcelona,Spain,Noelia,Gomez,Iglesias,20,164.8,72.9,89520550L,081060310504
2332,Male,Barcelona,Spain,Albert,Font,Delgado,60,164.1,57.5,38017033B,085961879744
2333,Female,Barcelona,Spain,Meritxell,Ortiz,Gomez,64,158.8,67.7,25786562C,088096585016
2334,Male,Barcelona,Spain,Juan Carlos,Ruiz,Prieto,37,177.9,90.6,99308159R,087579343933
2335,Female,Barcelona,Spain,Angela,Garcia,Dominguez,80,159.4,59.3,68307226D,082156182350
2336,Male,Barcelona,Spain,Bernat,Medina,Vazquez,34,175.9,68.3,46888928R,082897792012
2337,Male,Barcelona,Spain,Fernando,Rubio,Suarez,36,172.9,61,62001611M,081917222345
2338,Male,Barcelona,Spain,Ruben,Morales,Dalmau,29,186.9,100.1,78280868T,087255508221
2339,Female,Barcelona,Spain,Victoria,Dalmau,Cano,59,155.6,70.7,65857147M,081585825481
2340,Female,Barcelona,Spain,Laia,Pascual,Ramos,39,162.9,77.3,12886046C,089876864917
2341,Male,Barcelona,Spain,Alvaro,Nuñez,Gutierrez,74,168.6,82.9,91107564X,081273597639
2342,Male,Barcelona,Spain,Sergio,Mendez,Vazquez,18,172.2,66.1,73430185V,087566063017
2343,Male,Barcelona,Spain,Luis,Dalmau,Gil,81,171.1,65.7,73674061R,083928310615
2344,Male,Barcelona,Spain,Jose Antonio,Planellas,Ortega,46,171.2,86.8,30101938K,083480768577
2345,Male,Barcelona,Spain,Ruben,Blanco,Pascual,19,178.1,75.6,66558096Y,089607529663
2346,Female,Barcelona,Spain,Paula,Gutierrez,Riera,81,169.3,81.6,75244794H,085802575533
2347,Female,Barcelona,Spain,Alba,Fernandez,Cortes,34,159.5,58.7,30327288V,083042531974
2348,Male,Barcelona,Spain,Albert,Jimenez,Marin,79,182.8,79.3,89844452N,083487025784
2349,Male,Barcelona,Spain,Xavier,Iglesias,Blanco,47,177.1,93.3,59282720J,087523163250
2350,Male,Barcelona,Spain,Mario,Planellas,Navarro,90,183.5,91.1,93086959W,083222687751
2351,Female,Barcelona,Spain,Daniela,Marin,Gutierrez,55,160.3,81.8,70798461E,086240370582
2352,Female,Barcelona,Spain,Angela,Gomez,Cortes,36,155.6,69.5,70020787R,082342680412
2353,Female,Barcelona,Spain,Sonia,Cruz,Morales,29,160.4,63.2,80261033A,087047550931
2354,Male,Barcelona,Spain,Ruben,Delgado,Marti,67,171.2,87.4,34955737S,088920224847
2355,Female,Barcelona,Spain,Helena,Cruz,Blanco,84,162.5,60.7,46692485R,082784741643
2356,Male,Barcelona,Spain,Guillermo,Riera,Cabrera,76,183.7,104,83415280F,085891400554
2357,Female,Barcelona,Spain,Teresa,Iglesias,Ruiz,46,165.1,68.3,93348593B,081955943331
2358,Male,Barcelona,Spain,Sergio,Perez,Planellas,61,166.3,86,65511101V,086152867690
2359,Female,Barcelona,Spain,Cristina,Gutierrez,Moreno,24,155.9,61,56630384Z,082116092856
2360,Female,Barcelona,Spain,Noelia,Fernandez,Gil,37,178,89.1,66790685L,085952414463
2361,Male,Barcelona,Spain,Sergio,Ruiz,Planellas,58,180.8,85.5,10747480V,086684503472
2362,Male,Barcelona,Spain,Alejandro,Rodriguez,Lopez,44,172.2,64.8,14065684B,082112037650
2363,Female,Barcelona,Spain,Noelia,Morales,Gil,54,171.8,75.3,27570570X,085040105821
2364,Male,Barcelona,Spain,Jorge,Dalmau,Gisbert,53,160.6,54,63746539S,087143979338
2365,Female,Barcelona,Spain,Noelia,Suarez,Navarro,77,154.4,59.2,26217422K,084760472302
2366,Female,Barcelona,Spain,Claudia,Ortega,Planellas,35,167.2,66.4,23513635E,084506273189
2367,Female,Barcelona,Spain,Patricia,Puig,Mendez,34,167.7,65,84454786M,087417729102
2368,Male,Barcelona,Spain,Pedro,Sanz,Cruz,46,174,80.3,90747230V,086456763337
2369,Female,Barcelona,Spain,Helena,Delgado,Ramirez,66,161.5,64.3,44748032Z,086789170819
2370,Female,Barcelona,Spain,Esther,Pascual,Rodriguez,52,148.7,62.7,90991615G,087813050477
2371,Female,Barcelona,Spain,Ana,Soler,Flores,79,170.4,90.9,46424875L,088766178238
2372,Female,Barcelona,Spain,Esther,Moreno,Perez,55,169.1,58.3,24515007C,087868452433
2373,Female,Barcelona,Spain,Daniela,Cano,Planellas,24,169.4,76.6,88395243X,084036220485
2374,Female,Barcelona,Spain,Ines,Prieto,Font,72,169.1,77.6,28785843D,083103349156
2375,Male,Barcelona,Spain,Alvaro,Lopez,Martinez,42,180.6,81.9,11113326W,081053761586
2376,Female,Barcelona,Spain,Patricia,Ramos,Puig,45,160.2,74.5,33474964M,084852856920
2377,Male,Barcelona,Spain,Juan,Castro,Mendez,71,171.6,66.1,87567235W,085321682572
2378,Male,Barcelona,Spain,Ramon,Marti,Martinez,69,166.5,59.8,96207510M,083122884552
2379,Female,Barcelona,Spain,Montserrat,Dominguez,Ramos,57,157.5,51.9,26378382G,089144918576
2380,Male,Barcelona,Spain,Eric,Perez,Vazquez,54,174.3,79.8,68507692F,088501540919
2381,Male,Barcelona,Spain,Marcos,Ruiz,Mendez,24,172.7,94.3,47794602G,087218842726
2382,Female,Barcelona,Spain,Patricia,Dalmau,Pascual,69,170,79.6,73786394W,084079734382
2383,Female,Barcelona,Spain,Esther,Suarez,Gutierrez,74,164.1,62.1,68107344C,085891957292
2384,Male,Barcelona,Spain,Ruben,Prieto,Castillo,19,177.7,63.4,72105612Z,087897748453
2385,Male,Barcelona,Spain,Gonzalo,Gisbert,Serrano,31,160.2,79.1,60025930R,089225312176
2386,Male,Barcelona,Spain,Albert,Blanco,Ferrer,50,175.3,62.5,11658778D,081597855606
2387,Female,Barcelona,Spain,Andrea,Pascual,Nuñez,80,173,80.7,21436464G,084512149167
2388,Female,Barcelona,Spain,Carmen,Cabrera,Gil,44,158,63.1,74774809S,083519202102
2389,Female,Barcelona,Spain,Aina,Fernandez,Soler,89,166.3,77.2,49765721T,081561876282
2390,Male,Barcelona,Spain,Pablo,Castillo,Cano,76,167.6,62.1,50824911V,086267618185
2391,Female,Barcelona,Spain,Natalia,Riera,Torres,46,155.7,74,84294604H,087904786310
2392,Female,Barcelona,Spain,Ariadna,Ferrer,Santos,51,169.9,79.4,47683541X,082431322244
2393,Female,Barcelona,Spain,Isabel,Delgado,Castillo,77,156.3,72.8,42043334R,081874858607
2394,Male,Barcelona,Spain,Luis,Molina,Torres,25,180.1,68.7,61257425F,083482630876
2395,Female,Barcelona,Spain,Alba,Rodriguez,Marti,49,157.2,66.4,34540348Y,082687153175
2396,Female,Barcelona,Spain,Ariadna,Gisbert,Iglesias,34,160,78.1,49309542A,081753781183
2397,Male,Barcelona,Spain,Oscar,Cano,Ferrer,78,165.6,75.6,21922335T,087693076837
2398,Female,Barcelona,Spain,Esther,Roca,Sanchez,57,167,59.3,78945525A,081180123688
2399,Male,Barcelona,Spain,Joaquin,Castillo,Medina,49,181.8,78.4,76137905Q,084592470827
2400,Male,Barcelona,Spain,Marc,Cruz,Vila,73,173.4,84.8,63585799E,081458827930
2401,Female,Barcelona,Spain,Mireia,Gutierrez,Gisbert,37,164.8,80.3,38466794F,087584470078
2402,Male,Barcelona,Spain,Antonio,Nuñez,Sanz,71,159.3,79.1,72253600C,085522965050
2403,Male,Barcelona,Spain,Oriol,Martinez,Molina,77,185.1,89.9,62813964K,085230615740
2404,Female,Barcelona,Spain,Gemma,Vidales,Martinez,51,167.5,59.2,19137643X,087741511765
2405,Female,Barcelona,Spain,Aina,Gomez,Gutierrez,57,162.7,77.9,72269401C,085208509844
2406,Male,Barcelona,Spain,Marcos,Medina,Serra,86,173,93.2,55763162F,089551937751
2407,Male,Barcelona,Spain,Antonio,Lopez,Dominguez,68,175.6,89.5,84499873N,089947006930
2408,Male,Barcelona,Spain,Alvaro,Vidales,Vila,46,177.4,96.6,54240820N,087081740094
2409,Female,Barcelona,Spain,Angela,Vazquez,Medina,87,161.9,59.8,99303394C,082844423218
2410,Female,Barcelona,Spain,Patricia,Roca,Fernandez,64,165.2,80.8,60005227K,082149431352
2411,Male,Barcelona,Spain,Eric,Martinez,Marin,20,168.3,61.2,62937618G,086707018081
2412,Female,Barcelona,Spain,Berta,Suarez,Marti,61,164,71.7,48731920A,086637362280
2413,Female,Barcelona,Spain,Carla,Rubio,Molina,36,156.8,74.3,66223008M,085305733247
2414,Female,Barcelona,Spain,Esther,Cruz,Marti,89,167.8,90.1,21941684Y,083964672376
2415,Male,Barcelona,Spain,Jose,Ramirez,Cortes,27,164.4,82.2,30429951P,083841789948
2416,Male,Barcelona,Spain,Pol,Ruiz,Cruz,82,176.5,68.9,46350083T,088857788270
2417,Female,Barcelona,Spain,Julia,Riera,Gomez,68,157.3,55,51675710T,087860667676
2418,Female,Barcelona,Spain,Mireia,Pascual,Alonso,88,156.1,55.3,56032614Z,089537185667
2419,Female,Barcelona,Spain,Alba,Mendez,Morales,20,167.2,83.9,53429297K,089734728591
2420,Female,Barcelona,Spain,Berta,Ferrer,Castillo,36,166.5,74.4,93281366J,085578443087
2421,Female,Barcelona,Spain,Elena,Serra,Prieto,71,151.6,52.3,45528297G,085316134879
2422,Female,Barcelona,Spain,Sonia,Mendez,Santos,49,156.5,57.8,69123032M,086270662773
2423,Male,Barcelona,Spain,Ruben,Ruiz,Serra,84,184.3,82.4,83967692M,081598402947
2424,Female,Barcelona,Spain,Berta,Garcia,Ramirez,44,164.8,55.6,33088958P,085453068769
2425,Female,Barcelona,Spain,Paula,Cabrera,Torres,40,164.1,68.1,23613737M,089718437443
2426,Female,Barcelona,Spain,Lucia,Serrano,Iglesias,32,162.2,54.5,55129566S,082122873560
2427,Female,Barcelona,Spain,Andrea,Fernandez,Vazquez,76,164.3,85.1,92861118K,083311485389
2428,Male,Barcelona,Spain,Antonio,Flores,Santos,22,172,73.5,64238710D,083713681644
2429,Female,Barcelona,Spain,Laia,Medina,Cano,52,157.8,55.2,39845825G,088812153713
2430,Male,Barcelona,Spain,Francisco,Font,Vazquez,53,176.3,84.1,46718307V,088354735459
2431,Male,Barcelona,Spain,David,Medina,Torres,61,174.3,65.8,79051988E,082418516426
2432,Female,Barcelona,Spain,Nuria,Ferrer,Serrano,67,154.1,55.1,60069697E,089832334540
2433,Male,Barcelona,Spain,Pol,Gisbert,Jimenez,38,171,93.1,33549484M,082529672160
2434,Male,Barcelona,Spain,Oscar,Gil,Serra,45,180.1,92,26803361N,081738148019
2435,Female,Barcelona,Spain,Sara,Vila,Gisbert,64,162,56.5,97394974W,087821073993
2436,Male,Barcelona,Spain,Jose Luis,Bernat,Nuñez,38,167.5,86.1,84294835L,089483155758
2437,Female,Barcelona,Spain,Daniela,Nuñez,Bernat,40,156.8,78.7,26165938B,085604635111
2438,Female,Barcelona,Spain,Montserrat,Riera,Cano,53,167.8,90.1,52579934W,081240410808
2439,Male,Barcelona,Spain,Eric,Moreno,Blanco,67,171.4,70.5,37507396P,084865621413
2440,Male,Barcelona,Spain,Pol,Gil,Ortega,54,174.8,82,82284989M,089248044128
2441,Male,Barcelona,Spain,Guillermo,Gutierrez,Cano,47,176.4,84.8,87787364K,085943531081
2442,Female,Barcelona,Spain,Beatriz,Gomez,Cruz,88,165.4,81.5,63799342X,083848363619
2443,Male,Barcelona,Spain,Oriol,Prieto,Dominguez,29,166.8,85.7,77319953W,087655108209
2444,Male,Barcelona,Spain,Carlos,Jimenez,Medina,68,165.5,67.8,28845190Q,085688794937
2445,Male,Barcelona,Spain,Alvaro,Ruiz,Vazquez,88,165.2,81.2,91877640T,084445109134
2446,Female,Barcelona,Spain,Helena,Ruiz,Ortiz,22,151.4,53.5,69753781W,089671373750
2447,Female,Barcelona,Spain,Marina,Gomez,Ferrer,85,161.9,64.7,34437845Z,083519607074
2448,Male,Barcelona,Spain,Ivan,Delgado,Nuñez,47,185,72.7,87323895W,081048874406
2449,Female,Barcelona,Spain,Berta,Sanchez,Ferrer,50,161.4,81,31046561B,086950890835
2450,Female,Barcelona,Spain,Carmen,Soler,Gil,71,161,57.1,99109731V,081053906480
2451,Male,Barcelona,Spain,Jose Luis,Ramirez,Pascual,34,171.2,71.1,31766609K,087703219094
2452,Female,Barcelona,Spain,Natalia,Dalmau,Martinez,19,158.1,59.1,63089561D,084732550244
2453,Female,Barcelona,Spain,Isabel,Molina,Sanchez,22,160.9,61.9,93264791K,089206375857
2454,Male,Barcelona,Spain,Ricardo,Suarez,Ramirez,70,169.6,83,36023827P,081604752306
2455,Female,Barcelona,Spain,Teresa,Martinez,Gisbert,27,162.3,67.2,86884108K,084154535732
2456,Male,Barcelona,Spain,Xavier,Jimenez,Molina,87,183,85.4,71068387C,081724978954
2457,Female,Barcelona,Spain,Daniela,Ortiz,Planellas,73,166.1,64.3,62130474E,084843992231
2458,Male,Barcelona,Spain,Jose Luis,Marin,Moreno,50,187.5,102.1,45405226Y,085099914304
2459,Male,Barcelona,Spain,Bernat,Ferrer,Lopez,47,180.2,69.4,61211049E,086102270975
2460,Female,Barcelona,Spain,Angela,Serrano,Rodriguez,33,163.9,61,60155434S,081407051047
2461,Male,Barcelona,Spain,Guillermo,Alonso,Flores,31,179.6,88.4,10290210X,086453123514
2462,Male,Barcelona,Spain,Diego,Santos,Pascual,60,185.8,99.6,32820328H,082062550169
2463,Male,Barcelona,Spain,Ricardo,Molina,Rubio,32,163.2,68.2,63657724A,081429529583
2464,Female,Barcelona,Spain,Silvia,Bernat,Marti,83,158.6,61.9,36256124M,083982066496
2465,Male,Barcelona,Spain,Roberto,Riera,Prieto,39,180,72.3,89049826J,083245023417
2466,Male,Barcelona,Spain,Jordi,Planellas,Molina,41,177.4,92.7,93780536Z,081592633972
2467,Male,Barcelona,Spain,Vicente,Ramos,Medina,71,168.2,81.7,66277042N,088340421390
2468,Male,Barcelona,Spain,Bernat,Rubio,Molina,39,165.2,59.4,84167637B,087699545020
2469,Male,Barcelona,Spain,Juan Carlos,Cruz,Castro,64,179.7,93.8,87309338G,085444603905
2470,Female,Barcelona,Spain,Esther,Nuñez,Vila,49,170.7,91.1,54337430E,088180712207
2471,Female,Barcelona,Spain,Esther,Gil,Rubio,28,153.4,64.5,59616749J,085395807144
2472,Male,Barcelona,Spain,Juan,Jimenez,Serrano,24,172.5,77.6,87539438N,085991082909
2473,Male,Barcelona,Spain,Carlos,Gisbert,Rubio,31,186.5,98.3,35281337G,085412798312
2474,Male,Barcelona,Spain,Daniel,Gutierrez,Martinez,22,177.9,74.2,37443808S,086147357080
2475,Female,Barcelona,Spain,Gemma,Morales,Vidal,46,161.1,61.9,60408954Y,081129559713
2476,Male,Barcelona,Spain,Guillermo,Gomez,Fernandez,86,167.8,71.8,74397365R,083983325173
2477,Female,Barcelona,Spain,Miriam,Nuñez,Vila,60,167.7,77.7,57594136C,084620300733
2478,Female,Barcelona,Spain,Isabel,Santos,Perez,81,166.6,72,82422805M,089195548940
2479,Female,Barcelona,Spain,Patricia,Cano,Cruz,28,157.3,50.8,45256045A,081723901850
2480,Female,Barcelona,Spain,Angela,Iglesias,Martinez,89,158.3,53,79152513Z,088469032579
2481,Female,Barcelona,Spain,Paula,Mendez,Navarro,23,169.1,73.9,40658381Q,084676728562
2482,Female,Barcelona,Spain,Carla,Morales,Dominguez,66,164.8,64.3,90170327T,089557494235
2483,Male,Barcelona,Spain,Miguel,Ramirez,Serra,65,171.9,81.9,79438978Z,087660103810
2484,Male,Barcelona,Spain,Ricardo,Marti,Lopez,66,175.2,69.9,72711461C,089640932120
2485,Male,Barcelona,Spain,Pedro,Rodriguez,Rodriguez,51,168.5,71.5,12620914D,084893963601
2486,Female,Barcelona,Spain,Martina,Lopez,Blanco,77,165.2,55.5,79523937B,082724922046
2487,Male,Barcelona,Spain,Gonzalo,Ramos,Gutierrez,78,169.3,90.4,91780268X,081335471515
2488,Male,Barcelona,Spain,Eric,Navarro,Gomez,64,180,66.1,28382742Y,089053646529
2489,Female,Barcelona,Spain,Lucia,Dominguez,Ramos,57,158.6,66.9,66649231S,081498619754
2490,Male,Barcelona,Spain,Adrian,Vila,Lopez,82,172.8,89.4,56809039M,087105723346
2491,Female,Barcelona,Spain,Julia,Ortiz,Ramirez,90,168.1,86.5,59515575Q,088768668108
2492,Male,Barcelona,Spain,Francisco,Lopez,Rodriguez,43,165.8,65.7,38491942Q,087533917520
2493,Female,Barcelona,Spain,Paula,Vidales,Morales,31,170.6,82.3,20531026F,081384200877
2494,Male,Barcelona,Spain,Jordi,Cruz,Navarro,34,177.3,76.4,66091814A,086797092180
2495,Male,Barcelona,Spain,Marcos,Moreno,Gutierrez,53,172.2,72.3,83626053P,082265009074
2496,Female,Barcelona,Spain,Alba,Mendez,Iglesias,30,156.6,74.6,61487419R,089332549720
2497,Male,Barcelona,Spain,Raul,Ortega,Santos,40,195.3,81.8,59656368A,087231274789
2498,Male,Barcelona,Spain,Jorge,Vazquez,Ferrer,18,185.5,104.3,73232995Y,083864541296
2499,Female,Barcelona,Spain,Gemma,Sanchez,Mendez,85,164.4,56.9,91515300W,087674831541
2500,Female,Barcelona,Spain,Miriam,Rubio,Ortega,32,157.9,77.6,21944381N,085143696868
2501,Female,Barcelona,Spain,Natalia,Puig,Ramirez,78,161.8,73.6,54410329B,086829384490
2502,Male,Barcelona,Spain,Bernat,Cruz,Fernandez,26,164.4,69.9,18812886J,089702817514
2503,Female,Barcelona,Spain,Beatriz,Nuñez,Santos,63,169.6,80.5,70121575A,087690315367
2504,Female,Barcelona,Spain,Marina,Sanchez,Martinez,43,163.1,76.9,37818319V,081709042359
2505,Male,Barcelona,Spain,Jordi,Ortiz,Moreno,47,176.3,87.8,53759760C,083164282940
2506,Male,Barcelona,Spain,David,Alonso,Vazquez,42,184.7,107.7,67343390B,083474133676
2507,Female,Barcelona,Spain,Lorena,Bernat,Blanco,27,160.6,80.3,56947555S,089287287496
2508,Female,Barcelona,Spain,Sofia,Medina,Lopez,53,162.3,82.2,72728362Q,083607756836
2509,Male,Barcelona,Spain,Jose Luis,Alonso,Blanco,74,159.6,64.9,49534516Z,083302757413
2510,Female,Barcelona,Spain,Irene,Castro,Castillo,65,170.6,64.7,12184615C,087170150241
2511,Female,Barcelona,Spain,Beatriz,Delgado,Ramos,34,157.9,60.5,13515290F,087117163080
2512,Female,Barcelona,Spain,Elena,Ortega,Ferrer,42,169.3,88.9,48569456B,089996200579
2513,Female,Barcelona,Spain,Victoria,Cruz,Ferrer,46,160.3,75.7,34927953S,089187514714
2514,Female,Barcelona,Spain,Andrea,Vidales,Rodriguez,86,158.9,71.5,27003885E,081269833837
2515,Female,Barcelona,Spain,Ariadna,Medina,Cabrera,47,165.6,72,79021277Q,086795826534
2516,Female,Barcelona,Spain,Lucia,Vazquez,Dalmau,40,163.4,54.6,74511167E,085744503552
2517,Female,Barcelona,Spain,Carla,Alonso,Vazquez,44,159.5,66.8,99027235E,088653809091
2518,Female,Barcelona,Spain,Marina,Puig,Serra,44,163.3,83,82693035P,087214448424
2519,Female,Barcelona,Spain,Aina,Ortiz,Cabrera,50,161.3,67.9,78837297J,085527840110
2520,Male,Barcelona,Spain,Joaquin,Sanz,Serra,87,156.1,58.3,39266484X,081874630857
2521,Female,Barcelona,Spain,Carmen,Ortiz,Sanz,81,165.2,58,59294075Y,089675373887
2522,Male,Barcelona,Spain,Gonzalo,Planellas,Lopez,80,176.5,85.7,78418706E,085561497288
2523,Male,Barcelona,Spain,Guillermo,Prieto,Soler,81,164.8,69.7,55156259M,084311366241
2524,Female,Barcelona,Spain,Andrea,Gutierrez,Pascual,41,157.6,72,27078215Q,088621707953
2525,Female,Barcelona,Spain,Isabel,Navarro,Vidales,43,166.5,75.9,17252076Y,089352290533
2526,Male,Barcelona,Spain,Ignacio,Ortega,Castillo,68,166.2,57.3,49169945Q,082489876801
2527,Male,Barcelona,Spain,Raul,Font,Vidales,30,172.3,70.7,82878706T,083424336102
2528,Female,Barcelona,Spain,Claudia,Lopez,Perez,74,152.3,56.5,73043141V,083323575330
2529,Male,Barcelona,Spain,Pol,Vidales,Dalmau,59,180.7,90,63700892T,084861979465
2530,Male,Barcelona,Spain,Pablo,Vila,Cortes,90,179.5,82.8,70093750P,082601356776
2531,Female,Barcelona,Spain,Silvia,Ruiz,Medina,29,164.9,68.6,96340546D,084780461069
2532,Male,Barcelona,Spain,Juan,Serra,Ramos,57,173,80.5,95985209E,082550428645
2533,Female,Barcelona,Spain,Noelia,Jimenez,Soler,23,154.9,70.6,81840829K,086385733368
2534,Male,Barcelona,Spain,Jordi,Iglesias,Bernat,20,175,74,68792851N,088582041017
2535,Female,Barcelona,Spain,Laura,Perez,Ramos,39,162.6,67.3,12979896F,084296758142
2536,Female,Barcelona,Spain,Neus,Rodriguez,Medina,64,163.5,74,78768952R,085766042909
2537,Male,Barcelona,Spain,Raul,Gil,Castro,24,172.8,94,24840502L,084251250893
2538,Female,Barcelona,Spain,Sonia,Ferrer,Cortes,32,168.2,81.6,39101907K,084945998542
2539,Male,Barcelona,Spain,Xavier,Marin,Cabrera,26,177.7,83,26852402V,089886594320
2540,Female,Barcelona,Spain,Monica,Gil,Navarro,78,159.7,76.9,23081530H,088907658495
2541,Female,Barcelona,Spain,Neus,Marti,Torres,61,163.5,79.5,56573712Z,086450273128
2542,Male,Barcelona,Spain,Guillermo,Vazquez,Molina,30,170.5,74.5,66327874Z,085927054421
2543,Female,Barcelona,Spain,Carmen,Puig,Roca,64,168.7,73.7,37875804W,083290624632
2544,Female,Barcelona,Spain,Laia,Vazquez,Fernandez,54,156.8,49.7,21290185M,089842502261
2545,Male,Barcelona,Spain,Angel,Lopez,Planellas,51,176.8,98.5,73635096K,088234266917
2546,Male,Barcelona,Spain,Jose Antonio,Cano,Gutierrez,32,167.3,56.9,66816525F,087309538130
2547,Female,Barcelona,Spain,Irene,Mendez,Dominguez,68,169.3,63.6,48729312V,088345481659
2548,Male,Barcelona,Spain,Victor,Riera,Vidales,52,172.4,71.1,79772265P,081544867536
2549,Male,Barcelona,Spain,Joan,Serrano,Gutierrez,90,172.9,64.2,92100715K,082616415422
2550,Male,Barcelona,Spain,Jose,Delgado,Mendez,48,179.1,92.9,21954176D,084194584810
2551,Female,Barcelona,Spain,Noelia,Alonso,Flores,68,162.7,57.4,81808418V,085386072182
2552,Female,Barcelona,Spain,Gemma,Flores,Sanchez,34,157.2,55.3,23947892Q,085677650647
2553,Female,Barcelona,Spain,Montserrat,Castro,Perez,29,161.8,75.3,25805671Q,081455810624
2554,Male,Barcelona,Spain,Eric,Nuñez,Marin,41,172.3,74.9,17637615L,086143133742
2555,Female,Barcelona,Spain,Marta,Ortiz,Molina,65,157.7,76.3,40380354J,089691475887
2556,Female,Barcelona,Spain,Silvia,Torres,Vidal,85,178.1,76.3,35346184Z,084628795812
2557,Female,Barcelona,Spain,Cristina,Santos,Vidales,22,171.9,67.6,58528077T,089182726146
2558,Male,Barcelona,Spain,Jordi,Blanco,Jimenez,36,171.2,71.7,48069988B,089183700893
2559,Female,Barcelona,Spain,Aina,Ferrer,Ruiz,71,148.3,47,88838741E,085309066714
2560,Male,Barcelona,Spain,Marcos,Puig,Navarro,61,175.9,91.9,12229998R,082656725891
2561,Male,Barcelona,Spain,Guillermo,Bernat,Alonso,89,172.2,78.2,40138797W,081066729577
2562,Male,Barcelona,Spain,Ignacio,Cruz,Dominguez,86,175.4,85.7,38865620J,085735986851
2563,Male,Barcelona,Spain,Jose,Jimenez,Marti,46,182.6,102.8,60037073N,085231801766
2564,Male,Barcelona,Spain,Vicente,Nuñez,Gomez,33,164.4,63.1,12395989R,087764544518
2565,Female,Barcelona,Spain,Montserrat,Castillo,Dominguez,51,165.4,65.1,52543229M,087787447834
2566,Female,Barcelona,Spain,Julia,Suarez,Medina,88,161.5,79.8,32136727T,087867025624
2567,Male,Barcelona,Spain,Fernando,Medina,Torres,55,180.8,73.9,77340720T,085588953948
2568,Male,Barcelona,Spain,Roberto,Fernandez,Ramirez,72,177,93,21842133E,087328001472
2569,Female,Barcelona,Spain,Sonia,Castro,Vidales,79,159.9,75.2,15040991A,082007049500
2570,Male,Barcelona,Spain,Eric,Cortes,Mendez,80,183.7,97.1,69798642J,081162790701
2571,Female,Barcelona,Spain,Beatriz,Mendez,Iglesias,46,157.7,59.8,73457067N,089671614432
2572,Male,Barcelona,Spain,Jorge,Roca,Cabrera,46,176.7,65.1,80905766T,081253580879
2573,Female,Barcelona,Spain,Ariadna,Sanchez,Moreno,42,144.4,62.3,39074404A,088903043925
2574,Male,Barcelona,Spain,Ruben,Jimenez,Molina,88,177.8,98.4,50547467E,084214202856
2575,Female,Barcelona,Spain,Mireia,Castro,Rodriguez,68,154.9,62.6,48329884F,089292908850
2576,Male,Barcelona,Spain,Ramon,Mendez,Suarez,51,169.6,68.9,46341001A,088894213588
2577,Male,Barcelona,Spain,Carlos,Delgado,Prieto,49,184.6,87.3,39960576P,082733240808
2578,Female,Barcelona,Spain,Maria,Ramirez,Ortiz,56,169.1,74.4,28612308D,081077395234
2579,Male,Barcelona,Spain,Juan Carlos,Ramirez,Suarez,50,168.6,85,79882216L,089430447675
2580,Female,Barcelona,Spain,Aina,Roca,Marti,86,161.3,77.1,80075438H,086850621733
2581,Female,Barcelona,Spain,Alba,Soler,Rubio,35,163.5,62.5,47383588T,088939201481
2582,Female,Barcelona,Spain,Martina,Serrano,Blanco,31,156.9,76.4,78451019C,082146515086
2583,Male,Barcelona,Spain,Xavier,Ferrer,Prieto,21,180.8,80,43483670P,083520940826
2584,Female,Barcelona,Spain,Mireia,Bernat,Jimenez,48,164,67.1,75491653H,087361242362
