"Patient_ID","Age","Gender","Year","Genetic_Risk","Air_Pollution","Alcohol_Use","Smoking","Obesity_Level","Cancer_Type","Cancer_Stage","Treatment_Cost_USD","Survival_Years","Target_Severity_Score","Gender_n","Stage_n","City","Country","diagnostico","Dieta_rica_en_grasas_animales","Sedentarismo","Diabetes_tipo_2","Antecedentes_Familiares","Componente_Hereditario","Sindromes_Predisponentes","Enfermedad_Inflamatoria_Intestinal","FOBT_Resultado_n","FOBT_Resultado..Sangre.en.heces.","CEA_Level_ng_mL..Marcador.Tumoral.","nombre","apellido1","apellido2","altura_cm","peso_kg","dni","nuss"
"PT0029373",54,"Female",2015,5.7,7.4,4.2,7.2,3.7,"Colon","Stage I",44428.41,3.7,5.8,1,1,"Barcelona","Spain",1,0,1,0,1,0,0,0,1,"Positive",12.83,"Laura","Martinez","Sanchez",150.4,57.3,"24349729C","087088750972"
"PT0029377",56,"Male",2016,0.8,3.3,6.4,1.5,4.9,"Colon","Stage 0",67979.87,1.4,3.05,0,0,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",3.39,"Carlos","Perez","Sanchez",203.6,42.5,"97521710P","085170380760"
"PT0029378",44,"Female",2022,8,6.1,1,10,8.7,"Colon","Stage IV",32583.14,2.3,6.88,1,4,"Barcelona","Spain",1,0,1,0,1,0,0,0,0,"Negative",6.6,"Ana","Gomez","Garcia",176.8,108.8,"28984555R","089880809379"
"PT0029394",78,"Male",2017,2.5,3,6.7,1.8,2.9,"Colon","Stage III",51488.48,0.6,3.58,0,3,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",2.23,"David","Garcia","Perez",151.6,29.6,"23266470S","081575586729"
"PT0029412",58,"Male",2016,6.1,7.1,3.9,6.5,1,"Colon","Stage 0",69183.62,2.5,4.89,0,0,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",11.14,"Luis","Perez","Martinez",224.3,64,"60161454D","087505243209"
"PT0029423",87,"Female",2017,9.7,4.4,8.2,2.5,5.4,"Colon","Stage 0",47743.12,9.3,5.92,1,0,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",9.9,"Lucia","Sanchez","Garcia",163.3,70.8,"89703373S","084685969026"
"PT0029426",60,"Female",2023,8,5.1,3.3,4.7,4.7,"Colon","Stage III",46474.13,2.5,5.34,1,3,"Barcelona","Spain",1,0,0,0,1,0,0,0,1,"Positive",11.14,"Lucia","Gomez","Gomez",176.9,49.8,"40162931D","081576985852"
"PT0029427",69,"Male",2019,1.8,1.3,3.4,1.3,2.1,"Colon","Stage IV",63255.41,8.6,2.27,0,4,"Barcelona","Spain",0,1,0,0,0,0,0,0,0,"Negative",2.83,"David","Martinez","Perez",184.1,104.4,"84039101E","085584860447"
"PT0029438",70,"Female",2016,5.6,3,6.2,6.1,3.9,"Colon","Stage IV",31027.93,4.3,5.49,1,4,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",5.78,"Elena","Lopez","Lopez",156.4,91.4,"35724213S","084627772662"
"PT0029441",23,"Male",2024,0.6,7.8,4.8,7.6,5.6,"Colon","Stage 0",92875,8.8,4.23,0,0,"Barcelona","Spain",1,1,0,0,0,0,0,0,1,"Positive",12.07,"Juan","Gomez","Gomez",188,85.2,"33658709A","088216846323"
"PT0029445",49,"Female",2022,8.1,2.8,1,1.3,9.7,"Colon","Stage III",57867.69,1.4,4.26,1,3,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",11.61,"Ana","Lopez","Perez",160.8,98.6,"50552410C","082376528055"
"PT0029448",71,"Female",2017,2.5,5,5.7,4.6,9.7,"Colon","Stage III",87887.9,9.6,4.24,1,3,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",20.83,"Maria","Gomez","Perez",146.5,67.2,"10370244G","084843247452"
"PT0029457",44,"Male",2017,8.1,1,4.1,3.7,1.7,"Colon","Stage IV",42242.79,7.9,4.45,0,4,"Barcelona","Spain",1,1,0,0,0,0,0,0,1,"Positive",14.1,"Carlos","Gomez","Gomez",194.7,86.2,"34981530W","081982228917"
"PT0029458",69,"Other",2016,6.1,7.8,2.1,9.5,8.3,"Colon","Stage III",94207.5,3.2,5.55,2,3,"Barcelona","Spain",1,1,1,0,1,0,0,0,1,"Positive",7.12,"Maria","Perez","Martinez",155.8,75.8,"41484207G","089552509142"
"PT0029475",88,"Other",2015,6.6,1.8,6.4,4.3,8.7,"Colon","Stage III",5612.8,1.2,6.17,2,3,"Barcelona","Spain",1,0,1,0,0,0,1,0,1,"Positive",10.29,"Elena","Garcia","Martinez",196.7,64.1,"35665050P","085341351344"
"PT0029476",57,"Male",2020,9.8,5.3,6.3,6.1,0.4,"Colon","Stage IV",6006.57,4.8,6.84,0,4,"Barcelona","Spain",1,1,1,1,1,1,0,0,1,"Positive",9.72,"Carlos","Sanchez","Perez",151.6,69.9,"26015836F","086021436532"
"PT0029488",73,"Male",2024,8.2,6.6,2.5,1.1,5.5,"Colon","Stage 0",90235.76,4.8,3.97,0,0,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",2.04,"Carlos","Garcia","Lopez",188.7,82.5,"81535863N","081173176872"
"PT0029489",47,"Male",2017,9.9,9.7,9.3,5.5,9,"Colon","Stage II",83065.41,6.1,7.17,0,2,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",12.2,"Pedro","Perez","Garcia",181,102.4,"45418362D","089686059449"
"PT0029504",43,"Female",2015,7.9,5.2,7.2,4.8,5.5,"Colon","Stage II",51197.29,6.8,5.93,1,2,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",7.69,"Ana","Lopez","Gomez",159.7,69.6,"53143499K","084536417153"
"PT0029510",48,"Female",2017,7.2,4.8,9.6,3.6,6.9,"Colon","Stage I",54418.11,2.9,5.92,1,1,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",7.96,"Lucia","Perez","Sanchez",178.8,58.1,"90526827T","089966299725"
"PT0029513",27,"Female",2018,2.3,1.9,7.4,1.2,6.9,"Colon","Stage III",13449.95,6.4,4.52,1,3,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",6.79,"Lucia","Perez","Perez",180.4,66.9,"38490763X","084301022506"
"PT0029516",27,"Female",2015,8.6,6.5,1.1,0.7,7.5,"Colon","Stage II",27758.47,1.8,5.19,1,2,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",7.08,"Laura","Lopez","Gomez",178.9,78.6,"19641791K","082999129730"
"PT0029519",45,"Male",2021,2.8,8.7,2.1,2.4,6.8,"Colon","Stage III",38384.38,0,4.57,0,3,"Barcelona","Spain",1,0,1,0,0,0,1,0,1,"Positive",15.34,"Juan","Lopez","Perez",177.2,90.2,"30585844F","085601800586"
"PT0029531",52,"Other",2016,8.4,3.1,1.6,9.2,1.2,"Colon","Stage II",25677.92,2.9,5.83,2,2,"Barcelona","Spain",1,0,0,0,1,0,0,0,1,"Positive",8.36,"Ana","Gomez","Martinez",164.8,77.1,"82091312B","087900986839"
"PT0029542",84,"Other",2015,5.6,6.7,9.3,8.3,1.4,"Colon","Stage III",21806.33,4.6,6.88,2,3,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",14.42,"Elena","Garcia","Martinez",168.8,59.6,"55717402V","084448574357"
"PT0029548",81,"Female",2015,2.3,0.4,8.5,9.3,9.1,"Colon","Stage 0",85121.47,9.2,4.86,1,0,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",10.05,"Carmen","Gomez","Martinez",179.1,52.3,"87618243L","083634578447"
"PT0029562",37,"Other",2018,9.4,4.8,3.8,2.4,4.4,"Colon","Stage III",97652.07,4.9,4.14,2,3,"Barcelona","Spain",1,1,0,0,0,0,0,0,1,"Positive",4.54,"Laura","Martinez","Martinez",195.9,52.1,"19206814C","082452481378"
"PT0029567",62,"Male",2016,8.3,0,6.7,6,6.3,"Colon","Stage IV",7352.2,5.3,6.35,0,4,"Barcelona","Spain",1,1,1,0,1,0,0,0,1,"Positive",4.69,"Pedro","Garcia","Gomez",205.9,66.7,"19806186N","088445028416"
"PT0029570",72,"Male",2018,10,6.8,7.7,7.6,2.1,"Colon","Stage III",41246.48,8.6,7.08,0,3,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",6.65,"Carlos","Sanchez","Garcia",153.6,87.7,"71320159B","086199061114"
"PT0029571",71,"Male",2019,7.5,5.6,0.4,4.7,6.9,"Colon","Stage I",14972.81,1.4,5.73,0,1,"Barcelona","Spain",1,1,0,0,0,0,0,0,1,"Positive",12.79,"Juan","Martinez","Sanchez",172.8,65.9,"87538240X","085206133748"
"PT0029595",84,"Male",2024,7.9,0.1,4.8,4.3,4.1,"Colon","Stage IV",40758.17,0.6,4.77,0,4,"Barcelona","Spain",1,0,1,0,1,0,0,0,1,"Positive",9.91,"Juan","Garcia","Sanchez",174.9,81.7,"28427820G","081950268225"
"PT0029614",63,"Male",2022,1.9,5.4,8.3,6.6,5.6,"Colon","Stage IV",21466.09,8.3,5.89,0,4,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",1.4,"Luis","Martinez","Lopez",186.1,110.7,"57571643K","089174329481"
"PT0029629",76,"Female",2015,2.3,4.8,0.2,3.3,2,"Colon","Stage 0",93626.88,0.9,2.2,1,0,"Barcelona","Spain",0,1,1,0,0,0,0,0,0,"Negative",1.68,"Ana","Garcia","Martinez",165.4,47.7,"53390898D","082547338587"
"PT0029632",23,"Female",2023,3.4,8.5,2.3,9.5,7.9,"Colon","Stage 0",11711.87,1.4,6.76,1,0,"Barcelona","Spain",1,0,1,1,0,0,0,0,0,"Negative",8.82,"Maria","Lopez","Lopez",152.4,74.3,"75330911T","086405246132"
"PT0029634",85,"Other",2023,10,1.8,9.5,8.8,9.9,"Colon","Stage III",29298.96,9.6,7.86,2,3,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",9.27,"Maria","Martinez","Garcia",173.6,52.1,"80237940W","083936872782"
"PT0029646",55,"Male",2024,4.3,3.5,3.4,0.3,3.5,"Colon","Stage IV",76657.33,7.5,2.77,0,4,"Barcelona","Spain",0,0,1,0,0,0,0,0,0,"Negative",4.19,"Javier","Sanchez","Lopez",177.8,116.2,"63692915G","081413677460"
"PT0029651",44,"Male",2021,2.1,0.1,7.3,8.7,1.3,"Colon","Stage II",29735.19,7.7,4.81,0,2,"Barcelona","Spain",1,0,0,0,0,0,0,0,0,"Negative",4.94,"David","Lopez","Gomez",161.9,101.5,"38750845P","086434317537"
"PT0029659",33,"Female",2017,9.8,6,1.3,5.6,9.7,"Colon","Stage III",38430.26,2.7,6.38,1,3,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",8.05,"Carmen","Garcia","Martinez",152.7,41.4,"25748751K","082833648639"
"PT0029665",47,"Male",2019,2.2,2.8,3.3,1.8,4.3,"Colon","Stage III",10098.44,0.7,3.94,0,3,"Barcelona","Spain",0,0,1,0,0,0,0,0,0,"Negative",1.61,"Luis","Perez","Lopez",164.8,62.3,"20816977E","088419234395"
"PT0029674",80,"Male",2021,5.6,4.8,8.2,4.9,8.1,"Colon","Stage I",24013.8,0.2,6.38,0,1,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",3.72,"Luis","Perez","Martinez",161.7,69.5,"34314769B","089958669966"
"PT0029677",79,"Female",2022,7,4.3,3.6,6.4,4.2,"Colon","Stage III",65633.21,7.9,4.97,1,3,"Barcelona","Spain",1,0,0,1,1,0,0,0,1,"Positive",7.29,"Elena","Gomez","Sanchez",168.2,87.5,"30983315S","088329091891"
"PT0029678",84,"Female",2021,4.3,3.5,5.2,1.7,3.4,"Colon","Stage I",69737.36,1.9,3.45,1,1,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",1.5,"Maria","Lopez","Lopez",147.3,83,"12780166D","084958247117"
"PT0029680",67,"Other",2019,7.2,6.5,9.5,4,5,"Colon","Stage I",5474.12,7.1,7.03,2,1,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",9.08,"Lucia","Gomez","Martinez",158.5,55.9,"97124007K","083808687686"
"PT0029681",68,"Female",2023,4.9,7.5,6,6.9,3.9,"Colon","Stage III",14468.32,7.2,6.49,1,3,"Barcelona","Spain",1,0,1,1,1,0,0,0,1,"Positive",5.37,"Elena","Garcia","Garcia",171,68.3,"50810378C","086564257828"
"PT0029689",59,"Other",2023,2.9,3.5,5.6,4.5,9.6,"Colon","Stage II",39942.1,9.3,5.01,2,2,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",9.2,"Carmen","Garcia","Lopez",157.7,44.8,"58239493C","081306969881"
"PT0029696",49,"Other",2021,0.5,9.9,3.6,8.7,2.9,"Colon","Stage I",41599.8,1,5.32,2,1,"Barcelona","Spain",1,0,1,0,0,0,0,0,0,"Negative",6.11,"Maria","Sanchez","Gomez",158.8,44.4,"80868190Y","086421574161"
"PT0029699",80,"Male",2020,3.7,6,7.2,7.7,3.1,"Colon","Stage III",8919.13,2.3,6.39,0,3,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",10.49,"Carlos","Lopez","Martinez",160.7,81.7,"19376892J","084571925217"
"PT0029700",59,"Female",2015,1.8,5.2,0.4,3.2,5.2,"Colon","Stage IV",30866.66,0.5,3.74,1,4,"Barcelona","Spain",0,0,1,0,0,0,0,0,0,"Negative",1.11,"Ana","Martinez","Martinez",168.9,58,"45464055R","089882860224"
"PT0029702",61,"Other",2024,5.3,1.5,1.6,2.5,8.4,"Colon","Stage III",91142.43,6.7,3.04,2,3,"Barcelona","Spain",0,1,0,1,0,0,0,0,0,"Negative",2.97,"Laura","Sanchez","Perez",147.9,70.1,"63619081T","083101457454"
"PT0029715",81,"Other",2021,2.2,0.8,5.7,8,1.2,"Colon","Stage I",68863.12,4.6,3.76,2,1,"Barcelona","Spain",0,1,0,0,0,0,0,0,0,"Negative",1.18,"Ana","Sanchez","Gomez",158.5,54.8,"29956703P","086515789352"
"PT0029756",49,"Male",2023,3.9,9.3,0.3,3.3,1.2,"Colon","Stage III",61816.67,2.4,3.76,0,3,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",2.8,"Luis","Sanchez","Martinez",150.6,79.6,"89698767D","086407320720"
"PT0029769",65,"Female",2016,6.8,2.6,5.1,4.7,8.6,"Colon","Stage I",54005.16,10,5.23,1,1,"Barcelona","Spain",1,0,1,1,1,0,0,0,1,"Positive",11.76,"Ana","Garcia","Lopez",155.6,57.2,"34658704G","087878218919"
"PT0029778",85,"Male",2021,4.4,4.4,3.6,4,9.1,"Colon","Stage I",65437.74,2.1,4.48,0,1,"Barcelona","Spain",1,1,1,1,1,1,0,0,1,"Positive",11.05,"Carlos","Martinez","Gomez",198.1,94.5,"61837959K","085437803191"
"PT0029787",28,"Other",2016,9.3,1.9,0.9,0.5,6.8,"Colon","Stage II",14523.06,8.3,4.77,2,2,"Barcelona","Spain",1,0,0,1,0,0,0,0,1,"Positive",16.87,"Lucia","Garcia","Lopez",148.3,52.5,"43526452X","087817212989"
"PT0029789",35,"Male",2015,2.7,5.4,9.2,9.8,9.8,"Colon","Stage III",36347.94,4.3,6.94,0,3,"Barcelona","Spain",1,1,1,0,1,0,0,0,1,"Positive",9.79,"Carlos","Garcia","Gomez",169.9,47.7,"36278035C","084909431158"
"PT0029793",60,"Female",2021,1.7,4.4,3.1,4.3,8.2,"Colon","Stage I",91495.65,6,3.32,1,1,"Barcelona","Spain",0,0,1,1,0,0,0,0,0,"Negative",1.82,"Elena","Lopez","Gomez",155.1,68.1,"66350338F","081790492148"
"PT0029796",35,"Other",2016,0.2,4.3,10,1.1,5.1,"Colon","Stage II",98127.16,3.5,2.95,2,2,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",1.8,"Elena","Lopez","Sanchez",156.3,83.8,"49043470H","082709837031"
"PT0029804",24,"Other",2016,6.1,1.2,3.6,5.7,7.6,"Colon","Stage II",49412.74,0.6,4.85,2,2,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",5.41,"Lucia","Gomez","Lopez",138.6,67.7,"43930321E","087378896362"
"PT0029808",29,"Other",2024,1,6.9,9,1.7,1.4,"Colon","Stage II",51979.28,6.8,4.03,2,2,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",8.36,"Maria","Perez","Gomez",162.9,86.8,"77938754B","083902891965"
"PT0029811",66,"Other",2020,6.9,5.9,1.8,0.1,6.9,"Colon","Stage III",40650.18,5.7,4.43,2,3,"Barcelona","Spain",1,1,1,0,0,1,0,0,1,"Positive",8.46,"Laura","Sanchez","Gomez",176.7,67.2,"33272427Y","085023747779"
"PT0029813",32,"Other",2017,2.9,6.4,1.1,3.3,8.9,"Colon","Stage II",33069.37,4.1,4.59,2,2,"Barcelona","Spain",1,0,0,0,0,0,1,0,1,"Positive",7.75,"Maria","Sanchez","Sanchez",150.1,42.8,"15662889G","089736706987"
"PT0029818",85,"Male",2024,7.7,6,4.5,1.7,4,"Colon","Stage 0",45847.93,0.9,4.94,0,0,"Barcelona","Spain",1,0,1,0,1,1,0,0,1,"Positive",7.55,"Carlos","Garcia","Sanchez",160.7,90.3,"42197490B","083272655885"
"PT0029856",71,"Other",2016,9.5,5.3,4.3,8.2,4.2,"Colon","Stage IV",39121.88,9,6.62,2,4,"Barcelona","Spain",1,0,0,1,0,0,0,0,1,"Positive",14.16,"Ana","Gomez","Lopez",166.2,37.9,"58251859N","087235797316"
"PT0029859",43,"Female",2023,3.3,7.3,3.3,2.9,7.3,"Colon","Stage IV",5844.29,5,5.44,1,4,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",4.04,"Ana","Gomez","Perez",171.9,32.5,"34971479W","084648075368"
"PT0029869",63,"Male",2020,5.9,1.2,3.9,8.8,4.1,"Colon","Stage II",57187.08,2.8,4.97,0,2,"Barcelona","Spain",1,0,1,1,1,0,0,0,0,"Negative",6.09,"Javier","Perez","Sanchez",148.6,45.4,"89762597Z","087761553076"
"PT0029876",65,"Female",2023,4.5,4.2,8.2,4.6,1.1,"Colon","Stage III",11697.15,3.4,5.56,1,3,"Barcelona","Spain",1,1,1,1,0,0,0,0,1,"Positive",5.62,"Maria","Lopez","Martinez",167.9,66.3,"84321024B","082104996258"
"PT0029877",52,"Male",2024,0.1,9.1,5.9,2.6,7.6,"Colon","Stage I",74978.61,6.8,4.05,0,1,"Barcelona","Spain",1,1,0,0,0,0,1,0,1,"Positive",12.72,"Pedro","Perez","Lopez",129.8,100.8,"92052571Q","084828078066"
"PT0029880",70,"Other",2022,5.5,5.6,8.7,2.4,4.5,"Colon","Stage IV",52119.23,7.8,5.13,2,4,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",13.25,"Ana","Gomez","Martinez",139.1,57.5,"97140333V","082106728922"
"PT0029888",24,"Female",2020,4.6,2.9,4.2,6.8,4.9,"Colon","Stage IV",21685.31,5.5,5.4,1,4,"Barcelona","Spain",1,0,1,1,0,0,0,0,1,"Positive",7.88,"Laura","Sanchez","Perez",158.9,67.6,"13638894D","085309581622"
"PT0029891",79,"Female",2024,7.7,5.7,4.6,2.5,9.6,"Colon","Stage II",19878.47,1.2,6.15,1,2,"Barcelona","Spain",1,0,0,1,0,0,0,0,1,"Positive",5.66,"Elena","Perez","Gomez",209.2,77.7,"88969755M","086474482712"
"PT0029901",29,"Female",2015,4,8.9,8.2,5.2,2.7,"Colon","Stage IV",26419.33,6.3,6.15,1,4,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",7.82,"Lucia","Garcia","Perez",174.8,49,"49019934B","087590813070"
"PT0029911",31,"Female",2018,5.8,5,8.9,10,8.3,"Colon","Stage IV",78052.4,5.4,6.51,1,4,"Barcelona","Spain",1,0,0,1,0,0,0,0,0,"Negative",15.01,"Carmen","Garcia","Lopez",175.3,64.7,"83133013L","089698382893"
"PT0029923",61,"Male",2024,0.8,1.3,1.9,2.7,3.2,"Colon","Stage 0",36210.19,9,2.78,0,0,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",2.91,"David","Perez","Perez",150.6,69.8,"57844070J","081749610486"
"PT0029928",48,"Male",2019,4.8,7.1,6.7,4.5,1.1,"Colon","Stage IV",70272.78,2.8,4.63,0,4,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",8.67,"Carlos","Martinez","Garcia",177.1,67.2,"65377852F","084478193006"
"PT0029929",39,"Male",2022,9.9,8.6,6.5,2.5,3.4,"Colon","Stage 0",65387.78,8.1,5.78,0,0,"Barcelona","Spain",1,1,1,0,1,0,0,0,1,"Positive",7.5,"Luis","Gomez","Sanchez",181.3,70.2,"87459937E","082804925828"
"PT0029930",24,"Female",2019,9.1,9.5,5.1,0.3,8.4,"Colon","Stage 0",24546.01,6.3,6.42,1,0,"Barcelona","Spain",1,0,1,0,0,1,0,0,0,"Negative",5.43,"Lucia","Lopez","Garcia",188.4,57.9,"10510180P","084931894136"
"PT0029932",53,"Male",2018,5.8,1.3,0.9,3.3,8.8,"Colon","Stage III",13072.45,9.8,4.77,0,3,"Barcelona","Spain",1,0,0,0,0,1,0,0,1,"Positive",10.32,"Juan","Perez","Sanchez",163.6,92.8,"44647283M","088827222762"
"PT0029944",20,"Female",2015,0.1,8,1.2,7.4,9.2,"Colon","Stage IV",40992.53,3.9,4.98,1,4,"Barcelona","Spain",1,1,0,0,0,0,0,0,1,"Positive",8.06,"Maria","Garcia","Perez",165.9,48.8,"42114557Q","089530733753"
"PT0029965",41,"Male",2015,5.2,3.6,5.1,9.5,6.9,"Colon","Stage I",96383.7,7.2,5.01,0,1,"Barcelona","Spain",1,1,0,0,1,0,0,0,1,"Positive",4.81,"Javier","Lopez","Martinez",147.2,57.3,"24703167V","084961803074"
"PT0029972",36,"Female",2017,7.3,0.1,5.3,0.6,3.8,"Colon","Stage 0",54739.94,9.8,3.68,1,0,"Barcelona","Spain",0,0,1,0,0,0,0,0,0,"Negative",3.45,"Lucia","Sanchez","Sanchez",151.5,61.4,"37039762X","089550405050"
"PT0029975",24,"Male",2022,5.7,3.5,5.8,1.7,0.2,"Colon","Stage II",17248.92,7.7,4.55,0,2,"Barcelona","Spain",1,0,1,1,0,0,0,0,1,"Positive",4.35,"Juan","Sanchez","Gomez",180.7,67.5,"46528673H","082522669265"
"PT0029980",35,"Female",2016,0.6,9.3,8.3,4.1,6.9,"Colon","Stage II",84617.78,9.1,4.58,1,2,"Barcelona","Spain",1,1,1,0,1,0,0,0,1,"Positive",8.68,"Elena","Sanchez","Sanchez",181.6,68.1,"35578644J","085925793926"
"PT0029986",72,"Other",2015,7.7,1.7,1,6,2.2,"Colon","Stage III",81480.55,9.5,3.74,2,3,"Barcelona","Spain",0,1,0,0,0,0,0,0,0,"Negative",2.22,"Ana","Garcia","Lopez",172.3,40.5,"44282961A","089805431386"
"PT0029987",28,"Other",2016,0.6,3.8,4.1,2.5,1.4,"Colon","Stage III",90888.42,0.6,2.13,2,3,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",1.39,"Elena","Sanchez","Perez",164.7,68.6,"41981097W","089741579522"
"PT0029990",75,"Female",2019,1.4,3,5.9,4.8,8,"Colon","Stage 0",55065.08,4.9,4.27,1,0,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",7.26,"Lucia","Sanchez","Garcia",168.5,55.7,"47815935Q","087299756890"
"PT0029997",41,"Male",2017,9.9,6.5,5.6,2.8,7.2,"Colon","Stage IV",84094.74,5.2,5.39,0,4,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",5.76,"Javier","Perez","Gomez",165.7,82.8,"16624743K","082841244244"
"PT0030000",42,"Female",2016,0.6,0,5.5,0,0.5,"Colon","Stage 0",46450.73,8.1,2.07,1,0,"Barcelona","Spain",0,0,0,0,0,0,0,0,0,"Negative",2.06,"Elena","Martinez","Perez",190,52.3,"27913709N","083620571445"
"PT0030009",30,"Other",2024,7.6,1.1,1.4,0,5.6,"Colon","Stage II",94197.92,9.4,2.57,2,2,"Barcelona","Spain",0,1,0,1,0,0,0,0,0,"Negative",0.2,"Lucia","Garcia","Martinez",144.5,44.4,"66740573R","088458415123"
"PT0030012",27,"Female",2015,9.5,6.2,5.8,0.5,4.2,"Colon","Stage 0",81065.05,7.1,4.6,1,0,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",0.58,"Laura","Gomez","Gomez",180,51.7,"70584434X","086914075695"
"PT0030016",38,"Other",2021,6.1,6.8,1.9,9.3,9.5,"Colon","Stage III",25460.36,1.4,6.83,2,3,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",7.79,"Ana","Gomez","Sanchez",168.1,78.1,"47722149R","088085162254"
"PT0030035",47,"Other",2023,3.9,2.3,8,2.1,0.8,"Colon","Stage I",27742.22,6,4.27,2,1,"Barcelona","Spain",1,1,0,0,0,0,0,0,0,"Negative",13.28,"Maria","Gomez","Sanchez",143.6,62.1,"51985164N","089357743347"
"PT0030040",41,"Female",2018,9.2,2.2,8.6,1.4,6.4,"Colon","Stage II",71626.66,9.4,4.95,1,2,"Barcelona","Spain",1,0,1,0,1,0,0,0,1,"Positive",9.84,"Ana","Perez","Garcia",178.5,62.7,"93681818N","084484047358"
"PT0030042",30,"Other",2020,5.8,6,8.1,2.5,8.1,"Colon","Stage II",14514.4,9.8,6.29,2,2,"Barcelona","Spain",1,0,1,0,1,0,0,0,1,"Positive",5.13,"Elena","Sanchez","Lopez",138.8,75.6,"60068608Z","085455859642"
"PT0030058",74,"Other",2023,3.5,8.1,9.8,2.6,6.5,"Colon","Stage 0",88213.62,4.3,4.79,2,0,"Barcelona","Spain",1,0,0,1,0,0,0,0,1,"Positive",10.43,"Elena","Sanchez","Garcia",172.8,64.6,"60217583H","083851769935"
"PT0030065",78,"Other",2018,7,2.1,0,8.7,6.5,"Colon","Stage I",11147.11,9.9,5.88,2,1,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",7.83,"Ana","Lopez","Martinez",156.5,67.7,"71124047C","088141126911"
"PT0030071",88,"Male",2018,6.1,8.2,5.3,9.7,3.6,"Colon","Stage IV",85831.54,3.7,5.83,0,4,"Barcelona","Spain",1,0,1,0,0,0,1,0,1,"Positive",8.43,"Pedro","Perez","Perez",181.6,54.1,"35852238E","081744616404"
"PT0030085",20,"Other",2020,7.5,3,8.7,6.9,3,"Colon","Stage II",61581.49,9.5,5.7,2,2,"Barcelona","Spain",1,0,0,0,1,0,0,0,1,"Positive",4.58,"Lucia","Martinez","Garcia",164.3,57.5,"30003682K","085810035641"
"PT0030090",83,"Male",2020,8.7,7.3,2,0.6,9.2,"Colon","Stage II",10173.23,8.3,5.97,0,2,"Barcelona","Spain",1,0,1,0,0,0,0,0,1,"Positive",10.4,"Juan","Garcia","Gomez",192,107.4,"51054971P","089824407317"
"PT0030098",76,"Other",2024,2,6.8,8.8,5,5.3,"Colon","Stage 0",37947.24,9.5,5.51,2,0,"Barcelona","Spain",1,0,1,0,0,0,0,0,0,"Negative",9.65,"Laura","Martinez","Lopez",146.8,52,"96857437K","089602685828"
"PT0030099",82,"Male",2023,5.4,9.2,8.1,8.2,4.2,"Colon","Stage II",49342.14,4.4,6.75,0,2,"Barcelona","Spain",1,0,0,0,0,0,0,0,1,"Positive",5.14,"David","Garcia","Martinez",195,71.1,"33634885F","085505719662"
"PT0030109",59,"Male",2021,7.2,4.6,3,3.9,0.3,"Colon","Stage III",41640.94,8.7,4.56,0,3,"Barcelona","Spain",1,1,1,0,0,0,0,0,1,"Positive",12.7,"David","Perez","Sanchez",173.4,84.6,"43362481Y","081029883321"
